struct_id	name	book	book_enum	slot	category	category_raw	level	style	style_raw	adrenaline_tenths	cooldown_ticks	duration_ticks	animation	anim_enum	anim_default	spotanim_2920	spotanim_2933	spotanim_2940	icon	icon2	desc_param	description
32247	Ruby Aurora	magic	6740	176	spell		81	magic	4		4		18255				5782	5778	25936	6861	2795	A simple fire spell. On hit has a chance to increase damage output, by <col=FFFFFF>1%</col> per stack up to <col=FFFFFF>3</col> stacks, to all other players within a <col=FFFFFF>5</col> tile radius from the caster.
32250	Prism of Restoration	magic	6740	177	spell		76	magic	4										25940	6865	2795	A prism which will periodically heal your familiar, recharge your familiars' special attack by <col=FFFFFF>1</col> per cycle and restore summoning points by up to <col=FFFFFF>10</col> per cycle, based on distance from the prism. While within range you will also have a chance at saving a scroll when used. Players must be within <col=FFFFFF>7</col> tiles to gain the effect.
32251	Prism of Salvation	magic	6740	180	spell		80	magic	4										25942	6867	2795	A prism which when clicked will allow any player to teleport to it. Must be within <col=FFFFFF>8</col> tiles to use.
32252	Prism of Loyalty	magic	6740	179	spell		82	magic	4										25941	6866	2795	A prism which allows players to store their lifepoints in. Any player that comes within <col=FFFFFF>5</col> tiles of the prism, with less than <col=FFFFFF>25%</col> health will transfer the prism's health to the player, healing them up to the maximum lifepoints this prism is holding.
32253	Shield Dome	magic	6740	186	spell		84	magic	4										25931	6856	2795	Create an energy shield for <col=FFFFFF>15</col> seconds that will protect all players within it, reducing damage by up to <col=FFFFFF>50%</col>. Each different shield following this will have diminishing returns that reset after 2 minutes.
32258	Intercept	magic	6740	187	spell		77	magic	4										25932	6857	2795	Place a ward on an ally for <col=FFFFFF>10</col> seconds, you will take all damage they would receive with a <col=FFFFFF>5%</col> reduction in damage.
32256	Crystallise	magic	6740	181	spell		88	magic	4										25939	6864	2795	Targeting trees, mining locations and fishing spots will crystallise them, causing them to yield increased XP but no resources. Target empty box traps to automatically catch and release creatures, yielding no resources. This effect will last for <col=FFFFFF>30</col> seconds.
32254	Prism of Dowsing	magic	6740	183	spell		86	magic	4										25937	6862	2795	A prism which will draw wisps to it. While harvesting from the wisps within <col=FFFFFF>4</col> tiles of the prism the player will have a 10% better chance to obtain enriched memories.
32259	Rapid Growth	magic	6740	184	spell		88	magic	4										25946	6871	2795	Target herb, tree or fruit tree farming patch grows one step. Can only be cast on the same patch once per day.
32257	Crystal Mask	magic	6740	182	spell		90	magic	4										25938	6863	2795	Create a mask that increases your success chance when pickpocketing and clears any current pickpocketing threat. This effect will last for <col=FFFFFF>5</col> minutes.<br>Crystal mask will protect the wearer once from Croesus's fungus attacks.
32261	Spellbook Swap	magic	6740	185	spell		96	magic	4										35016	35045	2795	Allows you to cast a single spell from the Standard or Lunar spellbooks.
6847	Spellbook Swap (Standard)	magic	6740	195	spell		96	magic	4										35018	35047	2795	Allows you to cast a single spell from the Standard spellbook.
6848	Spellbook Swap (Lunar)	magic	6740	196	spell		96	magic	4										35014	35044	2795	Allows you to cast a single spell from the Lunar spellbook.
32942	Analyse	magic	6740	188	spell		1	style27	27				27997			6022			12508	16340	2795	Analyse the targeted item to determine the Invention materials it could yield if disassembled.
32943	Disassemble	magic	6740	189	spell		1	style27	27				27997			6022			12510	16377	2795	Disassemble the targeted item into Invention materials.
37901	Mazcab Teleport	magic	6740	191	spell		70	magic	4										35030	35053	2795	Teleport yourself to Mazcab.
39785	Spin Flax	magic	6740	194	spell		81	magic	4										14456	6154	2795	Magically spin <col=ffffff>5</col> pieces of flax in your backpack.
31921	Anachronia Teleport	magic	6740	203	spell		72	magic	4										10371	34823	2795	Teleport yourself to your Anachronia teleport totem.
37220	Golden Touch	magic	6740	204	utility	7	55	magic	4	0	200	100							1520		2795	Feel the magic of gold at your fingertips.<br>- High-alchemises all drops not exceeding the lootbeam value.<br>- <col=ffffff>60s</col> duration.
43909	Fixate	magic	6740	206	spell		1	style28	28										12511	16384	2795	Fixate on an artefact from the targeted excavation to guarantee it on your next discovery.
11762	Taverley Teleport	magic	6740	207	spell		19	magic	4										35031	35054	2795	Teleport yourself to Taverley.
44703	Fire Urn	magic	6740	209	spell		82	magic	4										14461	6159	2795	Fires decorated, exquisite and infernal urns.
44704	Sift Soil	magic	6740	210	spell		91	magic	4										14463	6161	2795	Magically sifts the targeted soil from your backpack and soil box.
44912	Smoke Cloud	magic	6740	212	spell		74	magic	4		3		23982				7478		14771	14987	2795	Disorient the target with a veil of smoke, leaving them vulnerable.<br>- Increases the <col=ffffff>Critical Strike Damage</col> of attacks against the target by <col=ffffff>+15%</col>.<br>- <col=ffffff>2m</col> duration.<br>- <col=ffffff>40%</col> effective for non-magic attacks.
44946	Animate Dead	magic	6740	213	spell		84	magic	4			1200							14768	14984		
44947	Exsanguinate	magic	6740	215	spell		96	magic	4		4		37334						14769	14985	2795	An extremely powerful fire spell.
44950	Incite Fear	magic	6740	214	spell		98	magic	4		4		37336						14770	14986	2795	An extremely powerful water spell.
45800	Magma Tempest (Targeted)	magic	6740	216	threshold	2	85	magic	4	-200	35			10110	34546				15033	16488	2795	Create a storm of fire and earth at targeted location.
28927	Magma Tempest	magic	6740	217	threshold	2	85	magic	4	-200	35			10110	34546				4378	9387	2795	Create a storm of fire and earth around the target.
11753	Al Kharid Lodestone	magic	6740	218	spell		0	magic	4										31871	31871	2795	Teleport to the Al Kharid lodestone.
24324	Anachronia Lodestone	magic	6740	219	spell		0	magic	4										31886	31886	2795	Teleport to the Anachronia lodestone.
11780	Ardougne Lodestone	magic	6740	220	spell		0	magic	4										31862	31862	2795	Teleport to the Ardougne lodestone.
24320	Ashdale Lodestone	magic	6740	221	spell		0	magic	4										31881	31881	2795	Teleport to the Ashdale lodestone.
24310	Bandit Camp Lodestone	magic	6740	222	spell		0	magic	4										31872	31872	2795	Teleport to the Bandit Camp lodestone.
4374	Burthorpe Lodestone	magic	6740	223	spell		0	magic	4										31864	31864	2795	Teleport to the Burthorpe lodestone.
24311	Canifis Lodestone	magic	6740	224	spell		0	magic	4										31874	31874	2795	Teleport to the Canifis lodestone.
14967	Catherby Lodestone	magic	6740	225	spell		0	magic	4										31865	31865	2795	Teleport to the Catherby lodestone.
48292	City of Um Lodestone	magic	6740	226	spell		0	magic	4										30939	32358	2795	Teleport to the City of Um lodestone.
24202	Draynor Lodestone	magic	6740	227	spell		0	magic	4										31868	31868	2795	Teleport to the Draynor Village lodestone.
24312	Eagles' Peak Lodestone	magic	6740	228	spell		0	magic	4										31875	31875	2795	Teleport to the Eagles' Peak lodestone.
24225	Edgeville Lodestone	magic	6740	229	spell		0	magic	4										31870	31870	2795	Teleport to the Edgeville lodestone.
24274	Falador Lodestone	magic	6740	230	spell		0	magic	4										31861	31861	2795	Teleport to the Falador lodestone.
39862	Fort Forinthry Lodestone	magic	6740	231	spell		0	magic	4										12692	27141	2795	Teleport to the Fort Forinthry lodestone.
24313	Fremennik Lodestone	magic	6740	232	spell		0	magic	4										31877	31877	2795	Teleport to the Fremennik Province lodestone.
24314	Karamja Lodestone	magic	6740	233	spell		0	magic	4										31878	31878	2795	Teleport to the Karamja lodestone.
24278	Lumbridge Lodestone	magic	6740	234	spell		0	magic	4										31859	31859	2795	Teleport to the Lumbridge lodestone.
24309	Lunar Isle Lodestone	magic	6740	235	spell		0	magic	4										31873	31873	2795	Teleport to the Lunar Isle lodestone.
24323	Menaphos Lodestone	magic	6740	236	spell		0	magic	4										31885	31885	2795	Teleport to the Menaphos lodestone.
24315	Oo'glog Lodestone	magic	6740	237	spell		0	magic	4										31876	31876	2795	Teleport to the Oo'glog lodestone.
24298	Port Sarim Lodestone	magic	6740	238	spell		0	magic	4										31867	31867	2795	Teleport to the Port Sarim lodestone.
24321	Prifddinas Lodestone	magic	6740	239	spell		0	magic	4										31882	31882	2795	Teleport to the Prifddinas lodestone.
24299	Seers' Village Lodestone	magic	6740	240	spell		0	magic	4										31866	31866	2795	Teleport to the Seers' Village lodestone.
24300	Taverley Lodestone	magic	6740	241	spell		0	magic	4										31863	31863	2795	Teleport to the Taverley lodestone.
24316	Tirannwn Lodestone	magic	6740	242	spell		0	magic	4										31879	31879	2795	Teleport to the Tirannwn lodestone.
24302	Varrock Lodestone	magic	6740	243	spell		0	magic	4										31860	31860	2795	Teleport to the Varrock lodestone.
24317	Wilderness Lodestone	magic	6740	244	spell		0	magic	4										31880	31880	2795	Teleport to the Wilderness Crater lodestone.
24308	Yanille Lodestone	magic	6740	245	spell		0	magic	4										31869	31869	2795	Teleport to the Yanille lodestone.
51271	Temporal Anomaly	magic	6740	249	spell		97	magic	4			1200							10367	34820	2795	Create a temporal anomaly.
51273	Crumble Undead	magic	6740	250	spell		78	magic	4		4		37297						1782	34819	2795	A very powerful spell against undead enemies.
51274	Western Kharazi Jungle Teleport	magic	6740	251	spell		81	magic	4										1779	34817	2795	Teleport yourself to the western side of the Kharazi Jungle.
51275	Mountain Camp Teleport	magic	6740	252	spell		83	magic	4										1780	34818	2795	Teleport yourself to the Mountain Camp near the Troll Stronghold.
51276	North-western Anachronia Teleport	magic	6740	253	spell		75	magic	4										10370	34824	2795	Teleport yourself to the north-western side of Anachronia.
51277	Eastern Anachronia Teleport	magic	6740	254	spell		78	magic	4										10369	34822	2795	Teleport yourself to the eastern side of Anachronia.
51278	Northern Lost Grove Teleport	magic	6740	255	spell		85	magic	4										11316	34825	2795	Teleport yourself to the northern side of the Lost Grove.
51279	Paradox	magic	6740	256	spell		88	magic	4			1200							1408	34816	2795	Allows you to gather Fishing, Mining, Woodcutting and Hunter resources at two different points in time. This yields additional resources and reduces your XP by <col=FFFFFF>60%</col>. Additionally, you also deal <col=FFFFFF>+25%</col> damage to mining locations. The effect will last for <col=FFFFFF>60</col> seconds.
51280	Advance Time	magic	6740	257	spell		93	magic	4										10368	34821	2795	Advance time in a place of your choice. Can be cast <col=FFFFFF>3</col> times a week.
53005	Wendlewick Lodestone	magic	6740	259	spell		0	magic	4										35667	35689	2795	Teleport to the Wendlewick lodestone.
53006	Wendlewick Teleport	magic	6740	260	spell		28	magic	4										35665	35688	2795	Teleport yourself to the centre of Wendlewick.
53079	Vampyrism	magic	6740	261	spell		69	magic	4			1200							35770	35777	2795	Drain life from your foes to heal yourself.
53080	Penance	magic	6740	262	spell		67	magic	4			1200							35771	35778	2795	Restore prayer points from damage taken.
53222	Sunlight Sands Teleport	magic	6740	263	spell		0	magic	4										36102	36107	2795	Teleport to the Sunlight Sands Beach.
48293	Basic Attack	necromancy	16973	1	auto	0		necromancy	29										30015	31972		
48302	Conjure Skeleton Warrior	necromancy	16973	4	threshold	2	2	necromancy	29			70	35502			7899			34169	34185	2795	Conjure a <col=ffffff>Skeleton Warrior</col> from the Underworld.
48304	Conjure Putrid Zombie	necromancy	16973	8	threshold	2	40	necromancy	29		50	70	35502			7899			34173	34187	2795	Conjure a <col=ffffff>Putrid Zombie</col> from the Underworld.
48306	Conjure Vengeful Ghost	necromancy	16973	9	threshold	2	40	necromancy	29			70	35502			7899			34171	34186	2795	Conjure a <col=ffffff>Vengeful Ghost</col> from the Underworld.
31820	Conjure Phantom Guardian	necromancy	16973	16	threshold	2	70	necromancy	29			70	35502			7899			34175	34188	2795	Conjure a <col=ffffff>Phantom Guardian</col> from the Underworld.
33965	Conjure Undead Army	necromancy	16973	15	threshold	2	99	necromancy	29				35502			7899			32988	33000	2795	Conjure an <col=ffffff>Undead Army</col> from the Underworld.
48296	Touch of Death	necromancy	16973	2	basic	1	13	necromancy	29	90	24		35456			7859	7860		30076	32079	2795	Touch the target with a hand of Death.
48297	Finger of Death	necromancy	16973	3	threshold	2	8	necromancy	29	-600	0		35458			7861	7862		30077	32080	2795	Inflict searing pain on the target.
48298	Soul Sap	necromancy	16973	5	basic	1	54	necromancy	29	90	9		35461			7863	7864		30080	32082	2795	Sap the target's soul.
48299	Soul Strike	necromancy	16973	6	threshold	2	54	necromancy	29		0		35466			7871	7872	7873	30082	32083	2795	Strike the target with a residual soul.
48301	Volley of Souls	necromancy	16973	7	threshold	2	66	necromancy	29		0						7879		30088	32106	2795	Send a volley of residual souls towards the target.
48308	Bloat	necromancy	16973	10	threshold	2	48	necromancy	29	-200	0		35477			7884	7885		30016	32006	2795	Bloat the target, causing them to take damage over time.
48309	Blood Siphon	necromancy	16973	11	threshold	2	36	necromancy	29		75		35482			7889			30017	32007	2795	Siphon blood from enemies before releasing a powerful attack on your target.
48311	Spectral Scythe	necromancy	16973	12	threshold	2	62	necromancy	29	-100	25		35489						30084	32084	2795	Swipe a spectral scythe in front of you.
48314	Death Skulls	necromancy	16973	13	ultimate	4	28	necromancy	29	-600	100		35472			7881		7882	30074	32064	2795	Launch a flurry of skulls at the target.
48324	Living Death	necromancy	16973	14	ultimate	4	76	necromancy	29	-1000	150	50							30078	32081	2795	Master your instincts and transcend into a Death form.
48325	City of Um Teleport	necromancy	16973	101	threshold	2	24	necromancy	29										30715	32366	2795	Teleport to the City of Um.
49390	Ungael Teleport	necromancy	16973	110	threshold	2	75	necromancy	29										33716	33748	2795	Teleport to Ungael's ritual site.
48328	Life Transfer	necromancy	16973	102	threshold	2	76	necromancy	29		75								30704	32364	2795	Sacrifice part of your life to extend your link to spirits from the Underworld.
48326	Lesser Bone Shield	necromancy	16973	103	threshold	2	25	necromancy	29								7905		30697	32361	2795	Surround yourself with a whirlwind of bones.
48327	Greater Bone Shield	necromancy	16973	104	threshold	2	73	necromancy	29								7906		30628	32360	2795	Surround yourself with a whirlwind of bones.
48329	Threads of Fate	necromancy	16973	105	threshold	2	44	necromancy	29		75	11							30734	32367	2795	Link multiple enemies to share the same fate.
48330	Invoke Death	necromancy	16973	106	threshold	2	80	necromancy	29		6	20							30702	32363	2795	Call on Death for additional power.
48331	Darkness	necromancy	16973	107	threshold	2	86	necromancy	29		0	1200							30700	32362	2795	Shroud yourself in darkness.
48332	Split Soul	necromancy	16973	108	threshold	2	92	necromancy	29		100	34							30706	32365	2795	Unleash a dark power within.
49072	Invoke Lord of Bones	necromancy	16973	109	threshold	2	78	necromancy	29			100							33147	33354	2795	Call on the Lord of Bones for additional power.
14710	Anticipation	defence	6736	1	basic	1	3	defence	5	90	41	16		6698	18069				14219	3160	2795	Focus your mind to anticipate incoming attacks.<br>- Reduce all damage taken by <col=ffffff>10%</col>.<br>- Immune to <col=ffffff>stuns</col>.<br>- <col=ffffff>10.2s</col> duration.
14711	Freedom	defence	6736	2	basic	1	34	defence	5	90	50	10		6701	18070				14220	3163	2795	Break free from all that stops you.<br>- Remove <col=ffffff>stuns</col> and <col=ffffff>binds</col>.<br>- Clear <col=ffffff>damage over time</col> effects.<br>- Gain immunity to <col=ffffff>stuns</col> and <col=ffffff>binds</col>.<br>- <col=ffffff>6s</col> duration.
14712	Provoke	defence	6736	3	basic	1	24	defence	5	90	17								14221	3164	2795	Taunt the target.<br>- Force the target to attack you.<br>- In <col=ffffff>PvP</col>, reduce both targeted player's and your damage towards other players by <col=ffffff>50%</col> for <col=ffffff>6s</col>.
14713	Resonance	defence	6736	4	basic	1	48	defence	5	90	50	10							14222	3165	2795	Channel power into your shield to block an attack.<br>- Block the next attack.<br>- <col=ffffff>6s</col> duration.<br>- Heal for <col=ffffff>50%-100%</col> damage blocked, based on the level of shield active.<br>- Powerful attacks will have their damage blocked, but will not heal you.
14714	Preparation	defence	6736	5	basic	1	67	defence	5	90	34	16							14223	3166	2795	Ready yourself for the coming attacks.
14715	Bash	defence	6736	6	basic	1	8	defence	5	90	25		18080						14224	3177	2795	Slam your shield into the target.
14716	Reflect	defence	6736	7	threshold	3	37	defence	5	-150	50	16	18107						14225	3178	2795	Use your shield to return attacks back at the attacker.
14717	Debilitate	defence	6736	8	threshold	3	55	defence	5	-150	50			6700	18074				14226	3179	2795	Perform a debilitating kick to the target.<br>- <col=ffffff>20%-100%</col> ability damage.<br>- Reduce the damage taken from the target by <col=ffffff>50%</col>.<br>- <col=ffffff>7.8s-13.8s</col> duration based on the level of shield active.
14718	Revenge	defence	6736	9	threshold	3	15	defence	5	-150	75	32		6702	18098				14227	3180	2795	The best defence is offence.
14719	Barricade	defence	6736	10	ultimate	4	81	defence	5	-1000	100	16	18091						14228	3205	2795	Summon an impenetrable dome of shields.<br>- Prevent all damage received.<br>- <col=ffffff>4.8s-10.2s</col> duration based on the level of shield active.
14720	Rejuvenate	defence	6736	11	ultimate	4	52	defence	5	-1000	500	16		6705	18082				14229	3206	2795	Channel your adrenaline to heal yourself.<br>- Restore <col=ffffff>2.5%</col> of your lifepoints every <col=ffffff>0.6s</col> over <col=ffffff>9.6s</col>.<br>- <col=ffffff>Heal over time</col>.<br>- Fully restore your drained stats.
14721	Immortality	defence	6736	12	ultimate	4	29	defence	5	-1000	200	50							14230	3207	2795	Show tenacity even in the face of death.<br>- Reduce all damage taken by <col=ffffff>25%</col>.<br>- <col=ffffff>30s</col> duration.<br>- If you die during this period, immediately return to life with <col=ffffff>40%</col> of your maximum lifepoints.<br>- The damage reduction effect is removed upon returning to life.
19252	Natural Instinct	defence	6736	13	ultimate	4	85	defence	5	-1000	200	34							16549	3208	2795	Leech the targets energy.<br>- Steal the target's <col=ffffff>adrenaline</col> and grant yourself the same amount.<br>- If the target does not have adrenaline to leech, increase your <col=ffffff>adrenaline</col> gain by <col=ffffff>100%</col>.<br>- <col=ffffff>20.4s</col> duration.
25028	Devotion	defence	6736	14	threshold	3	1	defence	5	-150	100	16							21665	3210	2795	Empower yourself with the protection of the gods.<br>- Increase the effectiveness of your protection prayers to <col=ffffff>100%</col>(<col=ffffff>75%</col> in <col=ffffff>PvP</col>).<br>- <col=ffffff>9.6s</col> duration.<br>- Killing an enemy extends the duration by <col=ffffff>4.8s</col> up to a maximum of <col=ffffff>19.2s</col>.
37206	Unsullied	defence	6736	15	utility	7	1	defence	5	0	100	50							1525		2795	Clean yourself of corruption.<br>- Stop Sophanem corruption effect increasing your damage taken without losing the damage boost.<br>- <col=ffffff>30s</col> duration.<br>- <col=ffffff>Revolution</col> will not trigger this ability.<br>- Generates no <col=ffffff>adrenaline</col>.
37207	Aggression	defence	6736	16	utility	7	1	defence	5	0	150								1516		2795	Burst out in anger.<br>- Force up to <col=ffffff>8</col> enemies within <col=ffffff>5</col> tiles to attack you.<br>- <col=ffffff>Revolution</col> will not trigger this ability.<br>- Has no effect in <col=ffffff>PvP</col>.<br>- Generates no <col=ffffff>adrenaline</col>.
45045	Divert	defence	6736	17	basic	1	48	defence	5	90	50	10							15035	15077	2795	Channel power into your shield to block an attack.<br>- Block the next attack.<br>- <col=ffffff>6s</col> duration.<br>- Generate <col=ffffff>0.8%</col> adrenaline for every <col=ffffff>100-200</col> damage blocked, based on the level of shield active with diminishing returns at <col=ffffff>3,000</col>, <col=ffffff>6,000</col> and <col=ffffff>9,000</col> damage blocked.<br>- Powerful attacks will have their damage blocked, but will not generate adrenaline.
45340	Cease	defence	6736	18	utility	7	1	defence	5	0	0	10							15036	15078	2795	Stops all current and pending attacks.<br>- Stops any in use <col=ffffff>channelled</col> ability. <br>- Cancels any <col=ffffff>queued</col> abilities, including those queued by <col=ffffff>revolution</col>.<br>- Disables <col=ffffff>auto-retaliate</col> for <col=ffffff>6s</col>.<br>- Prevents <col=ffffff>familiars</col> from attacking for <col=ffffff>6s</col>.<br>- Attacking an enemy will cancel the effect. <br>- <col=ffffff>Revolution</col> mode will not trigger this ability.<br>- Generates no <col=ffffff>adrenaline</col>.
14690	Regenerate	constitution	6737	1	utility	7	1	constitution	6	0	0								14267	3118	2795	Focus your remaining adrenaline to heal yourself.
14691	Incite	constitution	6737	2	utility	7	24	constitution	6	0	0								14268	3119	2795	Encourage the target to attack you.
14693	Balanced Stance	constitution	6737	4	utility	7	1	constitution	6	0	0								16854	6443	2795	Adopt a balanced fighting stance.<br>- Only used within Barbarian Assault.
14694	Defensive Stance	constitution	6737	5	utility	7	1	constitution	6	0	0								16853	6442	2795	Adopt a defensive fighting stance.<br>- Only used within Barbarian Assault.
14695	Aggressive Stance	constitution	6737	6	utility	7	1	constitution	6	0	0								16852	6441	2795	Adopt an aggressive fighting stance.<br>- Only used within Barbarian Assault.
19253	Guthix's Blessing	constitution	6737	9	ultimate	4	85	constitution	6	-1000	500	16							16558	3121	2795	Invoke a butterfly that heals you.
24188	Sacrifice	constitution	6737	10	basic	1	1	constitution	6	90	50			8108	22338				21666	3122	2795	Offer a sacrifice, leaving the target forsaken.
24189	Transfigure	constitution	6737	11	ultimate	4	1	constitution	6	-1000	300	10							26106	3126	2795	Empower your body.
28179	Ice Asylum	constitution	6737	14	ultimate	4	91	constitution	6	-1000	500	36		8807	23207				17503	3123	2795	Summon a healing crystal.
28429	Siphon	constitution	6737	15	basic	1	20	constitution	6	0	100	10		6733	18205				18764	6453	2795	Siphon strength from the target.
28430	Weapon Special Attack	constitution	6737	16	special	5	1	constitution	6										26105	3125	2795	Some of the most powerful weapons grant you unique special attacks.
24362	Shout - Tofu	constitution	6737	17	utility	7	0	constitution	6	0	0								16864	16864	2795	Shout about tofu.<br>- Only used within Barbarian Assault.
24363	Shout - Crackers	constitution	6737	18	utility	7	0	constitution	6	0	0								16865	16865	2795	Shout about crackers.<br>- Only used within Barbarian Assault.
24364	Shout - Worms	constitution	6737	19	utility	7	0	constitution	6	0	0								16866	16866	2795	Shout about worms.<br>- Only used within Barbarian Assault.
24365	Shout - Red Egg	constitution	6737	20	utility	7	0	constitution	6	0	0								16861	16861	2795	Shout about red eggs.<br>- Only used within Barbarian Assault.
24366	Shout - Green Egg	constitution	6737	21	utility	7	0	constitution	6	0	0								16862	16862	2795	Shout about green eggs.<br>- Only used within Barbarian Assault.
24367	Shout - Blue Egg	constitution	6737	22	utility	7	0	constitution	6	0	0								16863	16863	2795	Shout about blue eggs.<br>- Only used within Barbarian Assault.
24368	Shout - Poisoned Worms	constitution	6737	23	utility	7	0	constitution	6	0	0								16859	6439	2795	Shout about poisoned worms.<br>- Only used within Barbarian Assault.
24369	Shout - Poisoned Tofu	constitution	6737	24	utility	7	0	constitution	6	0	0								16858	6438	2795	Shout about poisoned tofu.<br>- Only used within Barbarian Assault.
24370	Shout - Poisoned Meat	constitution	6737	25	utility	7	0	constitution	6	0	0								16860	6440	2795	Shout about poisoned meat.<br>- Only used within Barbarian Assault.
24371	Shout - Balanced Stance	constitution	6737	26	utility	7	0	constitution	6	0	0								16857	6446	2795	Shout about balanced stance.<br>- Only used within Barbarian Assault.
24372	Shout - Aggressive Stance	constitution	6737	27	utility	7	0	constitution	6	0	0								16855	6444	2795	Shout about aggressive stance.<br>- Only used within Barbarian Assault.
24373	Shout - Defensive Stance	constitution	6737	28	utility	7	0	constitution	6	0	0								16856	6445	2795	Shout about defensive stance.<br>- Only used within Barbarian Assault.
31649	Tuska's Wrath	constitution	6737	29	basic	1	50	constitution	6	90	25			10070	18355				8861	3124	2795	Invoke the wrath of Tuska on the target.
31982	Storm Shards	constitution	6737	30	basic	1	70	constitution	6	90	50			10236	26979			5704	19227	6454	2795	Hurl a Storm Shard at the target.
31983	Shatter	constitution	6737	31	threshold	3	70	constitution	6	-150	200			10237	26980		5707	5709	19228	6452	2795	Shatter any shards on the target.
31984	Onslaught	constitution	6737	32	ultimate	4	90	constitution	6	-1000	200			10235	26960				19289	6450	2795	Assault the target with unbridled power.
33650	Reprisal	constitution	6737	33	threshold	3	85	constitution	6	-150	100	10							799	6451	2795	Use the targets power against them.
37199	Ingenuity of the Humans	constitution	6737	34	utility	7	1	constitution	6	0	150	10							1521	6889	2795	Study the target.
37200	Demon Slayer	constitution	6737	35	utility	7	1	constitution	6	0	100	17							1517	6885	2795	Gain courage against demons.
37201	Dragon Slayer	constitution	6737	36	utility	7	1	constitution	6	0	100	17							1518	6886	2795	Gain courage against dragons.
37202	Undead Slayer	constitution	6737	37	utility	7	1	constitution	6	0	100	17							1524	6892	2795	Gain courage against the undead.
37203	Limitless	constitution	6737	38	utility	7	1	constitution	6	0	150	10							1522	6890	2795	Open your mind and realise your potential.
37204	Slayer's Insight	constitution	6737	39	utility	7	1	constitution	6	0	200	50							1523		2795	Gain insight into the target.
37205	Kuradal's Favour	constitution	6737	40	utility	7	1	constitution	6	0	100	50							1519		2795	Flaunt your slayer prowess.
44225	Eat Food	constitution	6737	41	utility	7	0	constitution	6	0	0								1601	6894	2795	Consume the first piece of food in your backpack.
11748	Essence of Finality	constitution	6737	42	special	5	1	constitution	6										10231	10997	2795	Harness the power of a special attack stored within an Essence of Finality amulet.
